sale_id,distributor_id,customer_id,product_id,rep_id,date_id,quantity,price,sales
209,1,86,136,3,1,4,304.0,1216.0
210,1,75,50,9,1,4,778.0,3112.0
211,1,131,58,2,1,1,179.0,179.0
212,1,96,7,5,1,1,536.0,536.0
213,1,76,50,12,1,5,778.0,3890.0
214,1,132,92,4,1,10,611.0,6110.0
215,1,107,65,1,1,1,628.0,628.0
216,1,75,137,9,1,4,162.0,648.0
217,1,35,138,6,1,6,595.0,3570.0
218,1,133,139,10,1,10,634.0,6340.0
219,1,134,140,7,1,12,474.0,5688.0
220,1,135,141,8,1,20,33.0,660.0
221,1,35,72,4,1,6,385.0,2310.0
222,1,127,142,13,1,2,578.0,1156.0
223,1,117,143,3,1,2,621.0,1242.0
224,1,35,144,4,1,4,409.0,1636.0
225,1,64,145,2,1,24,688.0,16512.0
226,1,136,68,10,1,2,713.0,1426.0
227,1,137,146,12,1,4,404.0,1616.0
228,1,36,109,10,1,1,400.0,400.0
229,1,36,147,3,1,2,585.0,1170.0
230,1,77,3,2,1,5,66.0,330.0
231,1,138,127,13,1,10,742.0,7420.0
232,1,94,148,6,1,20,726.0,14520.0
233,1,37,149,11,1,5,490.0,2450.0
234,1,139,150,5,1,15,516.0,7740.0
235,1,138,102,4,1,4,141.0,564.0
236,1,103,60,10,1,6,497.0,2982.0
237,1,14,151,12,1,13,469.0,6097.0
238,1,140,152,7,1,3,262.0,786.0
239,1,83,153,11,1,30,64.0,1920.0
240,1,85,154,13,1,2,518.0,1036.0
241,1,34,150,9,1,5,516.0,2580.0
242,1,50,134,10,1,5,438.0,2190.0
243,1,141,57,11,1,2,201.0,402.0
244,1,111,57,8,1,2,201.0,402.0
245,1,142,23,7,1,30,215.0,6450.0
246,1,64,63,12,1,2,624.0,1248.0
247,1,7,111,4,1,5,113.0,565.0
248,1,143,155,2,1,3,542.0,1626.0
249,1,115,24,9,1,4,689.0,2756.0
250,1,144,156,10,1,5,345.0,1725.0
251,1,81,157,8,1,60,153.0,9180.0
252,1,140,158,4,1,2,710.0,1420.0
253,1,145,27,2,1,4,511.0,2044.0
254,1,75,159,1,1,3,74.0,222.0
255,1,82,118,7,1,4,445.0,1780.0
256,1,111,160,9,1,2,705.0,1410.0
257,1,139,161,7,1,2,450.0,900.0
258,1,101,162,12,1,4,115.0,460.0
259,1,146,163,10,1,3,445.0,1335.0
260,1,80,48,10,1,30,99.0,2970.0
261,1,131,9,13,1,6,551.0,3306.0
262,1,124,12,13,1,5,249.0,1245.0
263,1,3,18,9,1,5,288.0,1440.0
264,1,147,105,8,1,1,334.0,334.0
265,1,107,164,6,1,2,47.0,94.0
266,1,102,11,4,1,5,762.0,3810.0
267,1,28,60,7,1,6,497.0,2982.0
268,1,87,83,10,1,6,655.0,3930.0
269,1,16,125,2,1,5,420.0,2100.0
270,1,92,31,8,1,3,164.0,492.0
271,1,14,101,7,1,5,535.0,2675.0
272,1,104,165,7,1,1,104.0,104.0
273,1,88,129,3,1,3,377.0,1131.0
274,1,148,166,3,1,1,402.0,402.0
275,1,130,3,2,1,2,66.0,132.0
276,1,41,79,12,1,6,647.0,3882.0
277,1,25,167,4,1,2,487.0,974.0
278,1,64,168,9,1,2,323.0,646.0
279,1,149,8,11,1,2,742.0,1484.0
280,1,131,125,1,1,30,420.0,12600.0
281,1,95,142,13,1,2,578.0,1156.0
282,1,148,169,13,1,2,682.0,1364.0
283,1,146,114,11,1,2,345.0,690.0
284,1,150,170,1,1,34,390.0,13260.0
285,1,82,44,3,1,20,482.0,9640.0
286,1,75,139,4,1,2,634.0,1268.0
287,1,123,33,6,1,2,26.0,52.0
288,1,88,98,1,1,6,187.0,1122.0
289,1,151,171,3,1,2,555.0,1110.0
290,1,62,3,1,1,2,66.0,132.0
291,1,116,172,3,1,1,618.0,618.0
292,1,33,74,11,1,1,318.0,318.0
293,1,66,171,6,1,1,555.0,555.0
294,1,143,173,1,1,1,478.0,478.0
295,1,64,174,11,1,20,430.0,8600.0
296,1,152,175,8,1,6,582.0,3492.0
297,1,119,83,8,1,1,655.0,655.0
298,1,59,176,12,1,2,190.0,380.0
299,1,136,46,10,1,15,75.0,1125.0
300,1,16,73,10,1,5,298.0,1490.0
301,1,73,177,7,1,1,303.0,303.0
302,1,20,125,4,1,2,420.0,840.0
303,1,150,70,13,1,1,794.0,794.0
304,1,138,89,9,1,4,452.0,1808.0
305,1,140,169,8,1,2,682.0,1364.0
306,1,153,92,4,1,2,611.0,1222.0
307,1,99,168,4,1,3,323.0,969.0
308,1,153,178,12,1,1,170.0,170.0
309,1,154,143,13,1,1,621.0,621.0
310,1,155,112,7,1,10,408.0,4080.0
311,1,121,70,5,1,4,794.0,3176.0
312,1,134,77,5,1,2,121.0,242.0
313,1,156,143,9,1,5,621.0,3105.0
314,1,140,15,3,1,6,487.0,2922.0
315,1,71,122,12,1,2,35.0,70.0
316,1,4,179,4,1,2,41.0,82.0
317,1,157,70,12,1,5,794.0,3970.0
318,1,158,138,11,1,3,595.0,1785.0
319,1,159,130,13,1,3,785.0,2355.0
320,1,40,180,9,1,10,789.0,7890.0
321,1,160,160,8,1,2,705.0,1410.0
322,1,3,75,6,1,2,154.0,308.0
323,1,150,28,13,1,10,653.0,6530.0
324,1,161,62,7,1,20,284.0,5680.0
325,1,65,70,5,1,4,794.0,3176.0
326,1,9,114,6,1,4,345.0,1380.0
327,1,115,111,13,1,5,113.0,565.0
328,1,61,152,4,1,4,262.0,1048.0
329,1,80,95,9,1,2,401.0,802.0
330,1,162,168,7,1,2,323.0,646.0
331,1,138,120,7,1,2,73.0,146.0
332,1,163,179,11,1,2,41.0,82.0
333,1,29,28,4,1,5,653.0,3265.0
334,1,12,181,13,1,2,567.0,1134.0
335,1,10,19,1,1,6,414.0,2484.0
336,1,140,182,3,1,4,533.0,2132.0
337,1,26,51,2,1,3,424.0,1272.0
338,1,38,154,3,1,5,518.0,2590.0
339,1,89,77,10,1,4,121.0,484.0
340,1,8,11,4,1,3,762.0,2286.0
341,1,164,135,11,1,5,24.0,120.0
342,1,165,173,8,1,2,478.0,956.0
343,1,20,130,13,1,4,785.0,3140.0
344,1,8,183,11,1,3,216.0,648.0
345,1,14,9,5,1,1,551.0,551.0
346,1,165,28,9,1,3,653.0,1959.0
347,1,91,184,3,1,5,472.0,2360.0
348,1,48,151,13,1,10,469.0,4690.0
349,1,70,127,7,1,10,742.0,7420.0
350,1,53,86,1,1,5,492.0,2460.0
351,1,85,185,13,1,10,187.0,1870.0
352,1,68,186,8,1,10,180.0,1800.0
353,1,103,111,13,1,10,113.0,1130.0
354,1,130,117,5,1,6,590.0,3540.0
355,1,17,159,9,1,6,74.0,444.0
356,1,29,181,1,1,6,567.0,3402.0
357,1,58,187,8,1,3,510.0,1530.0
358,1,83,145,12,1,8,688.0,5504.0
359,1,99,44,6,1,6,482.0,2892.0
360,1,10,23,2,1,3,215.0,645.0
361,1,144,132,6,1,10,172.0,1720.0
362,1,109,149,12,1,3,490.0,1470.0
363,1,166,50,2,1,3,778.0,2334.0
364,1,167,31,2,1,3,164.0,492.0
365,1,168,109,7,1,6,400.0,2400.0
366,1,16,188,10,1,2,745.0,1490.0
367,1,97,32,2,1,10,114.0,1140.0
368,1,12,9,7,1,3,551.0,1653.0
369,1,34,36,3,1,6,768.0,4608.0
370,1,140,189,2,1,5,128.0,640.0
371,1,142,104,10,1,3,361.0,1083.0
372,1,145,190,4,1,5,86.0,430.0
373,1,3,44,5,1,4,482.0,1928.0
374,1,147,30,12,1,2,692.0,1384.0
375,1,95,191,13,1,10,623.0,6230.0
376,1,25,184,1,1,40,472.0,18880.0
377,1,90,152,7,1,10,262.0,2620.0
378,1,137,74,10,1,10,318.0,3180.0
379,1,71,192,10,1,5,269.0,1345.0
380,1,39,40,11,1,5,106.0,530.0
381,1,53,87,4,1,5,520.0,2600.0
382,1,75,22,9,1,5,765.0,3825.0
383,1,133,193,8,1,10,567.0,5670.0
384,1,93,77,5,1,50,121.0,6050.0
385,1,29,109,3,1,5,400.0,2000.0
386,1,6,194,1,1,6,563.0,3378.0
387,1,10,109,11,1,5,400.0,2000.0
388,1,116,147,1,1,3,585.0,1755.0
389,1,51,171,10,1,2,555.0,1110.0
390,1,148,88,10,1,35,767.0,26845.0
391,1,24,195,6,1,10,481.0,4810.0
392,1,100,73,7,1,1,298.0,298.0
393,1,169,59,7,1,1,682.0,682.0
394,1,170,196,7,1,10,611.0,6110.0
395,1,85,38,2,1,10,458.0,4580.0
396,1,75,81,1,1,8,182.0,1456.0
397,1,158,197,12,1,10,490.0,4900.0
398,1,6,78,10,1,6,470.0,2820.0
399,1,171,166,5,1,6,402.0,2412.0
400,1,111,198,7,1,10,677.0,6770.0
401,1,172,83,9,1,50,655.0,32750.0
402,1,173,95,5,1,15,401.0,6015.0
403,1,70,159,5,1,40,74.0,2960.0
404,1,30,96,11,1,5,173.0,865.0
405,1,21,199,2,1,20,459.0,9180.0
406,1,67,141,11,1,10,33.0,330.0
407,1,174,54,3,1,20,686.0,13720.0
408,1,175,158,1,1,2,710.0,1420.0
409,1,40,152,9,1,1,262.0,262.0
410,1,108,165,5,1,1,104.0,104.0
411,1,107,39,7,1,10,682.0,6820.0
412,1,138,139,13,1,4,634.0,2536.0
413,1,81,181,9,1,3,567.0,1701.0
414,1,32,83,5,1,2,655.0,1310.0
415,1,176,102,13,1,15,141.0,2115.0
416,1,99,33,12,1,3,26.0,78.0
417,1,145,43,8,1,5,488.0,2440.0
418,1,11,200,5,1,2,754.0,1508.0
419,1,15,59,8,1,3,682.0,2046.0
420,1,127,69,5,1,5,610.0,3050.0
421,1,115,166,6,1,50,402.0,20100.0
422,1,128,61,5,1,2,269.0,538.0
423,1,103,59,7,1,5,682.0,3410.0
424,1,28,146,11,1,15,404.0,6060.0
425,1,170,200,4,1,20,754.0,15080.0
426,1,85,189,12,1,4,128.0,512.0
427,1,44,201,11,1,4,544.0,2176.0
428,1,86,126,5,1,5,180.0,900.0
429,1,152,4,12,1,5,435.0,2175.0
430,1,100,37,10,1,4,763.0,3052.0
431,1,23,183,3,1,5,216.0,1080.0
432,1,72,202,8,1,3,82.0,246.0
433,1,145,160,4,1,5,705.0,3525.0
434,1,104,70,13,1,4,794.0,3176.0
435,1,175,24,1,1,6,689.0,4134.0
436,1,20,111,11,1,5,113.0,565.0
437,1,177,29,7,1,1,191.0,191.0
438,1,123,203,1,1,1,220.0,220.0
439,1,94,125,11,1,6,420.0,2520.0
440,1,81,163,4,1,2,445.0,890.0
441,1,85,204,8,1,50,492.0,24600.0
442,1,9,120,10,1,10,73.0,730.0
443,1,178,205,13,1,10,704.0,7040.0
444,1,88,111,7,1,5,113.0,565.0
445,1,99,8,5,1,4,742.0,2968.0
446,1,139,62,13,1,6,284.0,1704.0
447,1,150,76,1,1,4,708.0,2832.0
448,1,67,67,9,1,6,627.0,3762.0
449,1,63,117,7,1,2,590.0,1180.0
450,1,30,74,2,1,15,318.0,4770.0
451,1,165,152,13,1,3,262.0,786.0
452,1,60,113,12,1,3,319.0,957.0
453,1,168,84,5,1,10,390.0,3900.0
454,1,73,27,5,1,3,511.0,1533.0
455,1,18,139,7,1,5,634.0,3170.0
456,1,48,147,7,1,8,585.0,4680.0
457,1,14,206,3,1,3,210.0,630.0
458,1,11,74,9,1,6,318.0,1908.0
459,1,1,207,8,1,5,239.0,1195.0
460,1,145,125,4,1,5,420.0,2100.0
461,1,6,175,12,1,100,582.0,58200.0
462,1,90,158,12,1,50,710.0,35500.0
463,1,147,105,5,1,2,334.0,668.0
464,1,74,199,1,1,5,459.0,2295.0
465,1,179,104,5,1,2,361.0,722.0
466,1,86,208,11,1,5,577.0,2885.0
467,1,126,85,13,1,4,782.0,3128.0
468,1,151,79,7,1,3,647.0,1941.0
469,1,8,5,9,1,5,458.0,2290.0
470,1,180,126,8,1,20,180.0,3600.0
471,1,181,28,13,1,6,653.0,3918.0
472,1,182,64,4,1,10,746.0,7460.0
473,1,138,190,10,1,4,86.0,344.0
474,1,161,118,13,1,50,445.0,22250.0
475,1,53,65,1,1,6,628.0,3768.0
476,1,183,209,4,1,4,453.0,1812.0
477,1,79,210,3,1,20,79.0,1580.0
478,1,81,195,12,1,2,481.0,962.0
479,1,181,45,9,1,5,391.0,1955.0
480,1,89,44,9,1,5,482.0,2410.0
481,1,138,200,8,1,5,754.0,3770.0
482,1,175,129,9,1,10,377.0,3770.0
483,1,7,211,5,1,2,615.0,1230.0
484,1,184,67,11,1,5,627.0,3135.0
485,1,127,3,12,1,2,66.0,132.0
486,1,49,85,7,1,10,782.0,7820.0
487,1,108,173,5,1,10,478.0,4780.0
488,1,185,109,12,1,5,400.0,2000.0
489,1,11,16,3,1,19,605.0,11495.0
490,1,49,161,7,1,5,450.0,2250.0
491,1,129,72,10,1,2,385.0,770.0
492,1,133,11,13,1,4,762.0,3048.0
493,1,173,161,4,1,50,450.0,22500.0
494,1,12,80,3,1,2,25.0,50.0
495,1,183,154,6,1,2,518.0,1036.0
496,1,68,184,10,1,6,472.0,2832.0
497,1,180,24,3,1,10,689.0,6890.0
498,1,63,41,5,1,10,122.0,1220.0
499,1,10,83,11,1,1,655.0,655.0
500,1,182,8,11,1,2,742.0,1484.0
501,1,9,132,4,1,4,172.0,688.0
502,1,132,68,8,1,5,713.0,3565.0
503,1,147,131,1,1,12,780.0,9360.0
504,1,38,92,8,1,1,611.0,611.0
505,1,169,180,1,1,2,789.0,1578.0
506,1,28,165,1,1,60,104.0,6240.0
507,1,119,212,9,1,12,319.0,3828.0
508,1,102,213,12,1,24,50.0,1200.0
509,1,185,88,12,1,20,767.0,15340.0
510,1,177,188,8,1,40,745.0,29800.0
511,1,165,53,8,1,10,373.0,3730.0
512,1,68,199,10,1,20,459.0,9180.0
513,1,85,186,4,1,48,180.0,8640.0
514,1,135,117,5,1,12,590.0,7080.0
515,1,81,150,4,1,20,516.0,10320.0
516,1,44,145,8,1,50,688.0,34400.0
517,1,180,178,2,1,36,170.0,6120.0
518,1,25,148,4,1,12,726.0,8712.0
519,1,71,113,4,1,12,319.0,3828.0
520,1,148,109,12,1,10,400.0,4000.0
521,1,49,11,4,1,20,762.0,15240.0
522,1,151,131,12,1,20,780.0,15600.0
523,1,138,127,8,1,10,742.0,7420.0
524,1,161,176,2,1,12,190.0,2280.0
525,1,25,195,8,1,24,481.0,11544.0
526,1,162,9,5,1,12,551.0,6612.0
527,1,186,214,3,1,24,460.0,11040.0
528,1,139,125,5,1,6,420.0,2520.0
529,1,116,51,6,1,20,424.0,8480.0
530,1,96,144,12,1,24,409.0,9816.0
531,1,106,77,4,1,20,121.0,2420.0
532,1,74,142,9,1,60,578.0,34680.0
533,1,88,107,3,1,20,80.0,1600.0
534,1,138,166,7,1,12,402.0,4824.0
535,1,27,215,12,1,6,119.0,714.0
536,1,169,164,11,1,24,47.0,1128.0
537,1,75,145,3,1,12,688.0,8256.0
538,1,108,52,5,1,36,722.0,25992.0
539,1,129,189,10,1,30,128.0,3840.0
540,1,108,96,12,1,10,173.0,1730.0
541,1,29,216,12,1,200,131.0,26200.0
542,1,121,175,13,1,10,582.0,5820.0
543,1,18,189,6,1,12,128.0,1536.0
544,1,34,4,11,1,10,435.0,4350.0
545,1,27,42,12,1,12,60.0,720.0
546,1,123,149,1,1,36,490.0,17640.0
547,1,126,73,12,1,10,298.0,2980.0
548,1,172,42,10,1,20,60.0,1200.0
549,1,7,49,7,1,12,149.0,1788.0
550,1,114,217,13,1,16,658.0,10528.0
551,1,25,36,5,1,12,768.0,9216.0
552,1,68,77,12,1,4,121.0,484.0
553,1,185,218,9,1,10,22.0,220.0
554,1,187,47,3,1,5,347.0,1735.0
555,1,156,219,1,1,30,663.0,19890.0
556,1,152,81,11,1,10,182.0,1820.0
557,1,78,137,1,1,24,162.0,3888.0
558,1,156,217,8,1,36,658.0,23688.0
559,1,188,72,8,1,10,385.0,3850.0
560,1,86,121,6,1,24,343.0,8232.0
561,1,115,32,4,1,24,114.0,2736.0
562,1,176,190,8,1,216,86.0,18576.0
563,1,9,214,10,1,20,460.0,9200.0
564,1,128,63,7,1,24,624.0,14976.0
565,1,54,209,6,1,5,453.0,2265.0
566,1,141,12,4,1,22,249.0,5478.0
567,1,115,26,5,1,72,502.0,36144.0
568,1,13,144,13,1,12,409.0,4908.0
569,1,189,61,8,1,10,269.0,2690.0
570,1,114,145,5,1,20,688.0,13760.0
571,1,64,109,5,1,48,400.0,19200.0
572,1,40,186,6,1,36,180.0,6480.0
573,1,173,187,4,1,5,510.0,2550.0
574,1,124,8,13,1,5,742.0,3710.0
575,1,153,220,8,1,12,742.0,8904.0
576,1,15,100,13,1,5,681.0,3405.0
577,1,103,127,5,1,20,742.0,14840.0
578,1,185,170,5,1,5,390.0,1950.0
579,1,116,217,12,1,10,658.0,6580.0
580,1,46,221,7,1,24,678.0,16272.0
581,1,38,197,8,1,20,490.0,9800.0
582,1,96,176,10,1,60,190.0,11400.0
583,1,170,222,6,1,24,517.0,12408.0
584,1,87,201,11,1,40,544.0,21760.0
585,1,158,136,3,1,24,304.0,7296.0
586,1,124,45,1,1,12,391.0,4692.0
587,1,177,211,4,1,6,615.0,3690.0
588,1,118,223,6,1,100,448.0,44800.0
589,1,91,193,10,1,36,567.0,20412.0
590,1,70,31,12,1,10,164.0,1640.0
591,1,146,126,13,1,10,180.0,1800.0
592,1,65,211,9,1,12,615.0,7380.0
593,1,6,76,5,1,10,708.0,7080.0
594,1,45,20,10,1,10,307.0,3070.0
595,1,23,143,1,1,24,621.0,14904.0
596,1,40,173,4,1,36,478.0,17208.0
597,1,2,88,5,1,10,767.0,7670.0
598,1,114,128,4,1,20,416.0,8320.0
599,1,27,149,1,1,24,490.0,11760.0
600,1,110,72,12,1,48,385.0,18480.0
601,1,152,59,10,1,10,682.0,6820.0
602,1,80,26,2,1,60,502.0,30120.0
603,1,120,77,3,1,12,121.0,1452.0
604,1,31,72,10,1,20,385.0,7700.0
605,1,188,125,5,1,15,420.0,6300.0
606,1,39,137,9,1,24,162.0,3888.0
607,1,83,151,8,1,12,469.0,5628.0
608,1,15,199,12,1,12,459.0,5508.0
609,1,190,78,13,1,24,470.0,11280.0
610,1,89,66,1,1,12,137.0,1644.0
611,1,93,73,1,1,12,298.0,3576.0
