customer_id,customer_name,city,country,latitude,longitude,channel,sub_channel
60,Schmitt LLC Pharm,Nysa,Poland,50.4738,17.3344,Pharmacy,Retail
61,"Buckridge, Dach and Carroll Pharmaceutical Limited",Luboń,Poland,52.3333,16.8833,Hospital,Private
62,"Yundt, Leuschke and Ward Pharmaceutical Ltd",Żychlin,Poland,52.2453,19.6236,Hospital,Government
63,Rohan Inc,Chojnów,Poland,51.2667,15.9333,Pharmacy,Institution
64,"Wintheiser, Breitenberg and Gottlieb Pharmaceutical Limited",Milanówek,Poland,52.1243,20.6654,Pharmacy,Retail
65,Pfeffer-Hodkiewicz Pharmaceutical Ltd,Szczytno,Poland,53.5628,20.9853,Hospital,Government
66,"Moen, Murazik and Smith",Siedlce,Poland,52.1833,22.2833,Pharmacy,Retail
67,Jast-Cruickshank Pharma Plc,Białystok,Poland,53.1167,23.1667,Pharmacy,Retail
68,"Hills, Stroman and Ernser Pharm",Pułtusk,Poland,52.7025,21.0828,Hospital,Private
69,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",Dąbrowa Górnicza,Poland,50.3239,19.1947,Hospital,Government
70,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private
71,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government
72,Mann-Waelchi Pharm,Piotrków Trybunalski,Poland,51.4,19.6833,Hospital,Private
73,Haley PLC Pharmaceutical Limited,Opole,Poland,50.6722,17.9253,Pharmacy,Retail
74,Denesik-Hintz Pharm,Międzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail
75,"Rosenbaum, Klein and Herzog",Zbąszyń,Poland,52.2531,15.9178,Hospital,Private
76,Trantow LLC Pharma Plc,Braniewo,Poland,54.3833,19.8333,Pharmacy,Retail
77,Hill Ltd,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail
78,Leannon-West Pharmacy,Cieszyn,Poland,49.75,18.6333,Pharmacy,Retail
79,"Kub, Von and Herzog Pharmacy",Wschowa,Poland,51.8,16.3,Hospital,Private
80,Welch-Orn,Chełmno,Poland,53.3492,18.4261,Hospital,Private
81,Purdy Ltd Pharmaceutical Limited,Głuchołazy,Poland,50.3131,17.3742,Hospital,Government
82,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail
83,"Herman, Rice and Rippin",Ziębice,Poland,50.6,17.0444,Hospital,Government
84,Kertzmann-Ward Pharma Plc,Opoczno,Poland,51.3833,20.2833,Pharmacy,Institution
85,Streich PLC Pharmaceutical Limited,Przemyśl,Poland,49.785,22.7673,Pharmacy,Institution
86,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government
87,"Greenholt, Donnelly and O'Reilly Pharmaceutical Limited",Rumia,Poland,54.5667,18.4,Pharmacy,Retail
88,"Kilback, Beer and Batz Pharma Plc",Kutno,Poland,52.2333,19.3667,Pharmacy,Retail
89,Kunze PLC Pharm,Darłowo,Poland,54.4167,16.4167,Hospital,Private
90,Lesch PLC Pharmacy,Wrocław,Poland,51.1077,17.0353,Hospital,Private
91,Hermiston LLC,Strzegom,Poland,51.0,16.3333,Pharmacy,Institution
92,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,23.2,Hospital,Government
93,Bayer LLC Pharmaceutical Ltd,Bytów,Poland,54.1667,17.5,Hospital,Private
94,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15.0,Pharmacy,Institution
95,Hansen Group Pharm,Gryfów Śląski,Poland,51.0308,15.4202,Hospital,Private
96,Beier PLC Pharmacy,Włocławek,Poland,52.65,19.05,Hospital,Private
97,"Paucek, Keeling and Bruen Pharm",Łęczna,Poland,51.3,22.8833,Pharmacy,Institution
98,Schaefer-Rolfson,Niepołomice,Poland,50.0339,20.2172,Hospital,Private
99,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government
100,Kozey-Schroeder,Jawor,Poland,51.05,16.1833,Hospital,Private
101,"Koch, Borer and Hagenes",Kościan,Poland,52.0833,16.65,Hospital,Private
102,"Wunsch, Mills and Walter",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution
103,Crist Inc,Stary Sącz,Poland,49.5625,20.6364,Hospital,Private
104,"Sanford, Franecki and Greenholt",Nowa Sól,Poland,51.8,15.7167,Pharmacy,Institution
105,Steuber Ltd Pharmacy,Ostrołęka,Poland,53.0833,21.5667,Hospital,Private
106,Prohaska-Kuhic Pharmacy,Wisła,Poland,49.6667,18.8667,Pharmacy,Institution
107,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution
108,Monahan Ltd,Oświęcim,Poland,50.0333,19.2333,Hospital,Government
109,"Steuber, Skiles and Kilback Pharma Plc",Sosnowiec,Poland,50.3,19.1667,Pharmacy,Retail
110,Funk PLC Pharmaceutical Limited,Mikołów,Poland,50.171,18.9041,Hospital,Government
111,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution
112,Moore PLC Pharmaceutical Ltd,Łomża,Poland,53.1833,22.0833,Pharmacy,Retail
113,Torp-Fisher Pharma Plc,Gorlice,Poland,49.6556,21.1604,Hospital,Government
114,Botsford and Sons Pharmaceutical Ltd,Kołobrzeg,Poland,54.1667,15.5667,Pharmacy,Institution
115,Crona Group Pharma Plc,Kwidzyn,Poland,53.7358,18.9308,Pharmacy,Institution
116,Mills Inc Pharma Plc,Bydgoszcz,Poland,53.1167,18.0,Hospital,Private
117,Herman-Koss Pharm,Lubsko,Poland,51.7877,14.9724,Hospital,Private
118,Kling Inc Pharmaceutical Ltd,Ostrowiec Świętokrzyski,Poland,50.9333,21.4,Pharmacy,Institution
119,"Bernier, Murphy and Rau Pharmaceutical Ltd",Ruda Śląska,Poland,50.2628,18.8536,Pharmacy,Institution
120,"Gleichner, Bahringer and Morar Pharma Plc",Gostynin,Poland,52.4167,19.4667,Hospital,Private
121,Erdman PLC Pharmacy,Ozimek,Poland,50.6731,18.2131,Pharmacy,Institution
122,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private
123,Okuneva-Corkery,Kostrzyn nad Odrą,Poland,52.5883,14.6667,Hospital,Government
124,Gottlieb-Cruickshank Pharma Plc,Brzeszcze,Poland,50.0,19.15,Hospital,Private
125,"Hansen, Fadel and Schroeder Pharm",Gniezno,Poland,52.5333,17.6,Pharmacy,Retail
126,Schaefer Group Pharmaceutical Limited,Ustroń,Poland,49.7167,18.8167,Hospital,Government
127,Senger-Kirlin Pharmacy,Kobyłka,Poland,52.3395,21.1959,Hospital,Government
128,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private
129,Nader-Gaylord Pharmaceutical Limited,Sobótka,Poland,50.8986,16.7444,Hospital,Private
130,Heller-Abernathy,Brzeg Dolny,Poland,51.273,16.7081,Hospital,Private
131,Rutherford and Sons,Gdynia,Poland,54.5189,18.5319,Pharmacy,Retail
132,Lockman Ltd,Połaniec,Poland,50.4333,21.2833,Pharmacy,Institution
133,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private
134,"Crist, Wisoky and Nolan Pharmaceutical Ltd",Toruń,Poland,53.0167,18.6167,Pharmacy,Retail
135,"Kshlerin, Ryan and Leuschke Pharma Plc",Zielona Góra,Poland,51.9397,15.505,Hospital,Government
136,"Cormier, Dietrich and Zulauf Pharma Plc",Puławy,Poland,51.4166,21.9694,Hospital,Government
137,Crona PLC Pharma Plc,Białogard,Poland,54.007,15.9875,Hospital,Private
138,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private
139,"Nitzsche, Effertz and Maggio Pharmacy",Malbork,Poland,54.0285,19.0444,Hospital,Private
140,"Lebsack, Yost and Heller Pharmaceutical Limited",Wieliczka,Poland,49.9894,20.0661,Pharmacy,Institution
141,"Harris, Daugherty and Okuneva Pharma Plc",Krotoszyn,Poland,51.697,17.4357,Pharmacy,Retail
142,Zemlak Group Pharmaceutical Limited,Koszalin,Poland,54.1903,16.1817,Hospital,Private
143,"Bogan, Jacobs and Kris Pharmacy",Lubartów,Poland,51.4667,22.6,Pharmacy,Institution
144,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government
145,Cassin PLC Pharmacy,Miastko,Poland,54.0,16.9833,Hospital,Private
146,Lesch PLC Pharmaceutical Ltd,Głuszyca,Poland,50.6874,16.3717,Pharmacy,Retail
147,Bosco-Marquardt Pharm,Lębork,Poland,54.55,17.75,Hospital,Private
148,"Gerhold, Mills and Effertz Pharm",Głubczyce,Poland,50.2009,17.8286,Pharmacy,Institution
149,Welch-Langworth,Warsaw,Poland,52.2167,21.0333,Pharmacy,Retail
150,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution
151,Zemlak-Witting Pharmacy,Międzyrzecz,Poland,52.4446,15.578,Pharmacy,Institution
152,Powlowski-Buckridge Pharma Plc,Ustka,Poland,54.5805,16.8619,Hospital,Private
153,"Runolfsson, Swaniawski and Jaskolski Pharmacy",Sieradz,Poland,51.6,18.75,Hospital,Private
154,"Beer, Kohler and Beatty Pharmaceutical Ltd",Rypin,Poland,53.0667,19.45,Pharmacy,Retail
155,Bartoletti-Altenwerth,Police,Poland,53.55,14.5708,Hospital,Government
156,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government
157,Ward Group Pharmaceutical Limited,Zabrze,Poland,50.3,18.7833,Pharmacy,Institution
158,Kutch-Marks Pharm,Chełm,Poland,51.1333,23.4833,Hospital,Private
159,Schimmel-Waelchi Pharmaceutical Ltd,Grodzisk Mazowiecki,Poland,52.1039,20.6337,Hospital,Government
160,"Kuphal, D'Amore and Bode Pharmaceutical Ltd",Szczecin,Poland,53.4247,14.5553,Pharmacy,Retail
161,Lockman-Welch Pharm,Bytom,Poland,50.347,18.923,Hospital,Government
162,"Nolan, DuBuque and Schultz Pharm",Wałbrzych,Poland,50.7667,16.2833,Hospital,Government
163,Barrows Inc,Hajnówka,Poland,52.7333,23.5667,Hospital,Private
164,"Towne, Cummerata and Blanda Pharm",Kalisz,Poland,51.757,18.083,Hospital,Private
165,"Wiegand, Jast and Yost Pharma Plc",Płock,Poland,52.55,19.7,Hospital,Private
166,Lemke Ltd Pharm,Tarnów,Poland,50.0125,20.9883,Hospital,Private
167,Walter Ltd,Kętrzyn,Poland,54.0833,21.3833,Pharmacy,Institution
168,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail
169,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution
170,"Casper, Hyatt and Jakubowski Pharmaceutical Limited",Otwock,Poland,52.1167,21.2667,Hospital,Government
171,"McClure, Zemlak and Dibbert Pharmaceutical Limited",Kórnik,Poland,52.2367,17.0986,Hospital,Private
172,Romaguera-Fay Pharmaceutical Limited,Trzemeszno,Poland,52.5614,17.8231,Pharmacy,Retail
173,"Ondricka, Rosenbaum and Beahan",Starogard Gdański,Poland,53.9667,18.5333,Hospital,Government
174,Parisian Ltd Pharm,Jelenia Góra,Poland,50.9,15.7333,Pharmacy,Institution
175,Hayes-Kilback Pharmaceutical Ltd,Żary,Poland,51.6333,15.1333,Pharmacy,Retail
176,Gibson-Hill Pharma Plc,Chrzanów,Poland,50.1333,19.4,Hospital,Private
177,Gerlach LLC,Krzeszowice,Poland,50.1333,19.6333,Hospital,Government
178,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail
179,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government
180,Vandervort LLC Pharma Plc,Łańcut,Poland,50.0687,22.2291,Pharmacy,Institution
181,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government
182,Sauer and Sons Pharmaceutical Limited,Brzozów,Poland,49.6953,22.0194,Pharmacy,Retail
183,"Erdman, Senger and Oberbrunner Pharm",Rawa Mazowiecka,Poland,51.7667,20.25,Pharmacy,Retail
184,Rohan PLC Pharmaceutical Limited,Krynica,Poland,49.4222,20.9594,Pharmacy,Retail
185,Schulist-Zulauf Pharm,Tychy,Poland,50.1667,19.0,Hospital,Private
186,"Haag, Bradtke and Terry Pharmacy",Biała Podlaska,Poland,52.0333,23.1167,Hospital,Government
187,Waelchi LLC Pharmacy,Katowice,Poland,50.25,19.0,Hospital,Government
188,Feest-Roob Pharmaceutical Ltd,Wolsztyn,Poland,52.1167,16.1167,Pharmacy,Institution
189,"Reynolds, Jast and Mante Pharma Plc",Pleszew,Poland,51.8974,17.7856,Pharmacy,Institution
190,Pfannerstill Group Pharmaceutical Ltd,Jelcz-Laskowice,Poland,51.0333,17.3333,Pharmacy,Retail
191,Buckridge-Davis,Legnica,Poland,51.2101,16.1619,Hospital,Private
192,Balistreri Group Pharmaceutical Ltd,Prudnik,Poland,50.3197,17.5792,Pharmacy,Institution
193,Ritchie-Rodriguez Pharm,Łuków,Poland,51.9167,22.3833,Pharmacy,Retail
194,Daugherty-Rempel Pharma Plc,Bełżyce,Poland,51.1833,22.2667,Hospital,Government
195,"Roob, Ernser and Kub Pharmaceutical Limited",Suwałki,Poland,54.0833,22.9333,Hospital,Government
196,Fritsch-Hauck Pharma Plc,Mysłowice,Poland,50.2333,19.1333,Hospital,Government
197,Roob PLC,Świedbodzin,Poland,52.25,15.5333,Pharmacy,Institution
198,Reilly Ltd,Mława,Poland,53.1167,20.3667,Pharmacy,Retail
199,Stanton-Cole,Skierniewice,Poland,51.9528,20.1417,Hospital,Private
200,Mraz-Kutch Pharm,Bieruń Stary,Poland,50.0897,19.0928,Pharmacy,Retail
201,Fadel-West Pharmacy,Ditzingen,Germany,48.8264,9.0667,Hospital,Government
202,Nader-Gaylord Pharmacy,Backnang,Germany,48.9464,9.4306,Hospital,Private
203,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution
204,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail
205,"Bernier, Murphy and Rau Pharma Plc",Geldern,Germany,51.5197,6.3325,Hospital,Government
206,Parisian Ltd Pharmacy,Hoyerswerda,Germany,51.4331,14.25,Hospital,Private
207,Beier PLC,Heidelberg,Germany,49.4122,8.71,Pharmacy,Retail
208,Wehner-Stehr,Steinfurt,Germany,52.1504,7.3366,Pharmacy,Institution
209,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private
210,McDermott Group Pharmaceutical Ltd,Lindau,Germany,47.5458,9.6839,Pharmacy,Institution
211,"Hansen, Fadel and Schroeder Pharma Plc",Wolfsburg,Germany,52.4231,10.7872,Pharmacy,Institution
212,Zemlak Group Pharmacy,Solingen,Germany,51.1667,7.0833,Hospital,Private
213,Spencer-Jerde Pharmaceutical Limited,Kaufbeuren,Germany,47.88,10.6225,Hospital,Government
214,Kutch-Marks Pharmaceutical Limited,Kreuztal,Germany,50.962,8.0064,Hospital,Private
215,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",Northeim,Germany,51.7067,10.0011,Pharmacy,Retail
216,"Blanda, Stehr and Gleason Pharma Plc",Starnberg,Germany,47.9972,11.3406,Hospital,Private
217,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government
218,"Towne, Cummerata and Blanda Pharmaceutical Ltd",Darmstadt,Germany,49.8667,8.65,Hospital,Government
219,Rohan and Sons Pharmaceutical Limited,Maintal,Germany,50.15,8.8333,Pharmacy,Institution
220,Stanton-Cole Pharmacy,Düren,Germany,50.8,6.4833,Pharmacy,Institution
221,Botsford and Sons,Marl,Germany,51.6667,7.1167,Hospital,Private
222,Crona PLC Pharmacy,Eschweiler,Germany,50.8167,6.2833,Hospital,Government
223,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government
224,Moore PLC Pharm,Bremerhaven,Germany,53.55,8.5833,Hospital,Government
225,Rowe PLC Pharm,Verl,Germany,51.8831,8.5167,Pharmacy,Retail
226,Heller-Abernathy Pharma Plc,Heide,Germany,54.1961,9.0933,Pharmacy,Retail
227,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,53.2525,10.4144,Pharmacy,Retail
228,Walsh-Brown Pharma Plc,Osnabrück,Germany,52.2789,8.0431,Pharmacy,Retail
229,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution
230,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,49.8469,7.8669,Pharmacy,Retail
231,"Fritsch, Hodkiewicz and Sipes Pharma Plc",Ettlingen,Germany,48.9333,8.4,Hospital,Government
232,Schimmel-Waelchi Pharma Plc,Garbsen,Germany,52.4183,9.5981,Pharmacy,Institution
233,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",Dessau-Roßlau,Germany,51.8333,12.2333,Pharmacy,Institution
234,"Denesik, Walter and Beatty Pharmacy",Ludwigsfelde,Germany,52.2997,13.2667,Hospital,Private
235,Lemke Ltd Pharmaceutical Limited,Jülich,Germany,50.9222,6.3583,Hospital,Private
236,"Gerhold, Mills and Effertz Pharma Plc",Stadthagen,Germany,52.3247,9.2069,Hospital,Private
237,Hill Ltd Pharmaceutical Limited,Augsburg,Germany,48.3717,10.8983,Hospital,Government
238,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,51.2278,6.6273,Pharmacy,Retail
239,Ondricka-Waters Pharmaceutical Ltd,Bad Oeynhausen,Germany,52.2,8.8,Pharmacy,Institution
240,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail
241,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution
242,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,13.4775,Hospital,Government
243,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private
244,Fritsch LLC Pharm,Biberach,Germany,48.0981,9.7886,Hospital,Government
245,Barrows-Kohler Pharma Plc,Coesfeld,Germany,51.9458,7.1675,Pharmacy,Retail
246,Runte-Marquardt Pharmacy,Idstein,Germany,50.2206,8.2692,Pharmacy,Retail
247,Cassin PLC Pharma Plc,Mühldorf,Germany,48.2456,12.5228,Pharmacy,Retail
248,Raynor LLC Pharm,Hilden,Germany,51.1714,6.9394,Pharmacy,Retail
249,"Hirthe, Williamson and Macejkovic Pharmacy",Landshut,Germany,48.5397,12.1508,Hospital,Government
250,D'Amore and Sons Pharmacy,Lohne,Germany,52.6667,8.2386,Hospital,Government
251,"Kirlin, Hamill and Dickinson Pharma Plc",Weißenburg,Germany,49.0306,10.9719,Pharmacy,Retail
252,Crist Inc Pharma Plc,Eschwege,Germany,51.1881,10.0528,Pharmacy,Retail
253,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution
254,Heidenreich Group Pharm,Mannheim,Germany,49.4878,8.4661,Hospital,Government
255,"Armstrong, Medhurst and Bogisich Pharmaceutical Ltd",Waldshut-Tiengen,Germany,47.6231,8.2144,Hospital,Private
256,"Kuphal, D'Amore and Bode Pharm",Cologne,Germany,50.9422,6.9578,Hospital,Government
257,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private
258,VonRueden-Adams Pharm,Delitzsch,Germany,51.5264,12.3425,Pharmacy,Retail
259,Kunze PLC Pharma Plc,Eisenach,Germany,50.9747,10.3244,Hospital,Government
260,"Langworth, Olson and Satterfield Pharm",Tübingen,Germany,48.52,9.0556,Hospital,Private
261,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private
262,"Casper, Hyatt and Jakubowski Pharmacy",Minden,Germany,52.2883,8.9167,Hospital,Government
263,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government
264,Runolfsson-Halvorson Pharm,Rheinberg,Germany,51.5467,6.6006,Pharmacy,Retail
265,"Kertzmann, Quitzon and Harris",Greven,Germany,52.0917,7.6083,Hospital,Government
266,"Denesik, Walter and Beatty",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution
267,Schuppe Inc,Bensheim,Germany,49.6811,8.6228,Pharmacy,Retail
268,Okuneva-Corkery Pharm,Groß-Gerau,Germany,49.9214,8.4818,Hospital,Government
269,Graham and Sons Pharm,Germering,Germany,48.1333,11.3667,Hospital,Government
270,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail
271,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,50.9,6.1833,Pharmacy,Retail
272,Collins-Schmidt Pharmaceutical Limited,Bretten,Germany,49.0364,8.7061,Pharmacy,Institution
273,"Reynolds, Jast and Mante Pharm",Elmshorn,Germany,53.7547,9.6536,Hospital,Government
274,Schimmel-Waelchi Pharmaceutical Limited,Olching,Germany,48.2,11.3167,Pharmacy,Institution
275,"Steuber, Hills and Botsford",Gotha,Germany,50.9489,10.7183,Pharmacy,Institution
276,Bayer LLC Pharm,Neunkirchen,Germany,49.3448,7.1799,Hospital,Government
277,Funk and Sons Pharmacy,Friedberg,Germany,48.35,10.9833,Pharmacy,Retail
278,Homenick-Larson Pharmaceutical Ltd,Bergkamen,Germany,51.6167,7.6333,Hospital,Government
279,Mraz Group Pharma Plc,Hohen Neuendorf,Germany,52.6667,13.2831,Hospital,Private
